max_depth,colsample_bytree,lambda,alpha,eta,log_num_round,cv_score,cv_std
2.0,0.05,10.0,0.0,0.3609596959887672,2.719479104499001,0.5387425044079612,0.007838763198748338
2.0,0.05,0.0,9.953634499216994,1.0,3.718803039970889,0.38027411461062666,0.01655955532504296
2.0,1.0,6.954414737019814,10.0,0.1779645953208199,4.027526964859715,0.32038571884855727,0.009181735311549113
2.0,0.18709334312146683,2.635607936624801,10.0,0.31296620625749944,4.4973156645651455,0.3136914741957654,0.009583787503789404
2.0,0.8910175580846819,9.599087230128681,0.0,1.0,4.23201352702309,0.31984866024651104,0.021614741982453
5.917992104070294,0.5617254124504678,5.811812852764975,0.0,0.19924767539402607,5.577293943917084,0.28626744804916376,0.01800010021360516
2.161526112177514,1.0,4.109023089093566,0.0,0.380500403142377,3.5064996810237266,0.29374720631553713,0.013860367562220078
3.1739308358199394,0.7762007115703742,7.825641356240382,0.0,0.40091955389832346,5.341385595571717,0.285772701439952,0.016474736766662373
2.7891262458869504,0.5686850769114945,4.428448291416992,0.0,0.2635819352639899,4.381227035554092,0.27336553167876765,0.0191928963897718
3.9927086640258693,0.7367682771485552,5.409723104958814,0.0,0.34401111486501024,4.01883877027703,0.296353244965447,0.01875343039009641
2.0,0.544799995099143,1.9245024107256978,0.0,0.09831005567614298,5.373544565401513,0.27500608166264956,0.01643625057922645
2.0,0.5907003240854246,4.291590082647105,0.0,0.30880382454418165,5.724117648210068,0.29450194463392976,0.02078409120932576
3.1142195292484027,0.34531272924121426,4.117565106029597,0.0,0.05,5.128427613166024,0.28480494448796295,0.011634749584508955
2.0,0.5189306532803555,4.863450205714826,10.0,0.36754178029358625,3.2638672147263192,0.3222886530223887,0.00990741406140442
2.0,0.5934143280911248,0.0,0.0,0.33986615181406316,4.506899360667653,0.3043408393683381,0.02394141769743623
4.366787836795552,0.5287873217357384,2.863341351716541,7.967848738742368,0.12916380733833627,5.266797274576501,0.30174417365338857,0.008752803692278464
2.0,0.8087463508850846,3.252372523141634,0.0,0.0595661472089611,4.902374401805604,0.30272930565123096,0.010782067399805712
2.0,0.12531987005275744,1.6555109254205773,0.0,0.19250481167464448,5.009576601765922,0.29212517017854955,0.015663320418747337
2.0,0.43711140310414826,1.5885016036864803,0.0,0.08966071835048037,4.655536965558329,0.29287654204155744,0.010610704159044845
2.9075329190425885,0.7431204196644495,0.0,0.0,0.05,6.68206046212111,0.2960036873083021,0.01972548105561003
2.0,0.45365325599499556,6.219873793887442,0.0,0.23640160117854866,4.944405407769581,0.2772236652123279,0.01844850273845025
4.497707661676009,0.17020939479871433,3.2251611242655294,0.0,0.30787828004420387,4.5606569420588405,0.3042635633608741,0.015827086166821738
6.283271978186655,0.4354688320884673,8.996997910668414,5.009190278539231,0.12815785107246283,5.9513471764498265,0.29922325729123744,0.009657231699942776
2.0,1.0,8.668654714550655,0.0,0.5727463106223264,4.250051556164485,0.29582631714404567,0.016216080315169676
3.253618888929213,0.44986136631099727,2.390124068113757,0.0,0.05,6.1269937950558715,0.2730155595102065,0.018482206184911545
3.5991007475416796,0.5517016780083633,2.329155082527301,0.0,0.1618149405630328,5.513878100361403,0.2842614480543053,0.019934204342584708
2.0,0.27214266260924896,0.1863921499748549,0.0,0.05,6.564738840958069,0.28251396688082153,0.01835738291059154
2.0,0.4901320707230567,3.277339773229396,0.0,0.05,6.444740274300549,0.27774933702989735,0.01628261505693023
2.0,0.43250594489673155,1.9101400601622829,4.467028381982363,0.05,6.123970424154558,0.2832266494590325,0.01249011958558484
2.0,0.7514419282448721,5.349531848796178,0.0,0.3669295946949441,4.649217713803572,0.2892052892015273,0.01680685246015743
